underlying,instrument_type,instrument_id,price,price_status,eligibility
NAVINFLUOR,OPTION,NAVINFLUOR_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ITC,FUTURE,ITC_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ITC,OPTION,ITC_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ZOMATO,FUTURE,ZOMATO_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ZOMATO,OPTION,ZOMATO_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ABB,FUTURE,ABB_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ABB,OPTION,ABB_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ASIANPAINT,FUTURE,ASIANPAINT_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ASIANPAINT,OPTION,ASIANPAINT_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
JINDALSTEL,FUTURE,JINDALSTEL_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
JINDALSTEL,OPTION,JINDALSTEL_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
JSWENERGY,FUTURE,JSWENERGY_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
JSWENERGY,OPTION,JSWENERGY_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
VOLTAS,FUTURE,VOLTAS_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
VOLTAS,OPTION,VOLTAS_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
WHIRLPOOL,FUTURE,WHIRLPOOL_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
WHIRLPOOL,OPTION,WHIRLPOOL_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
JSWSTEEL,FUTURE,JSWSTEEL_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
JSWSTEEL,OPTION,JSWSTEEL_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
JUBLFOOD,FUTURE,JUBLFOOD_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
JUBLFOOD,OPTION,JUBLFOOD_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
KARURVYSYA,FUTURE,KARURVYSYA_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
KARURVYSYA,OPTION,KARURVYSYA_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
KOTAKBANK,FUTURE,KOTAKBANK_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
KOTAKBANK,OPTION,KOTAKBANK_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
L&TFH,FUTURE,L&TFH_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
L&TFH,OPTION,L&TFH_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
LICHSGFIN,FUTURE,LICHSGFIN_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
LICHSGFIN,OPTION,LICHSGFIN_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
LICI,FUTURE,LICI_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
LICI,OPTION,LICI_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
LT,FUTURE,LT_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
LT,OPTION,LT_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
M&M,FUTURE,M&M_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
M&M,OPTION,M&M_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
MAHABANK,FUTURE,MAHABANK_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
MAHABANK,OPTION,MAHABANK_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
MARICO,FUTURE,MARICO_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
MARICO,OPTION,MARICO_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
MARUTI,FUTURE,MARUTI_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
MARUTI,OPTION,MARUTI_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
MAXHEALTH,FUTURE,MAXHEALTH_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
MAXHEALTH,OPTION,MAXHEALTH_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
MPHASIS,FUTURE,MPHASIS_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
MPHASIS,OPTION,MPHASIS_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
MRF,FUTURE,MRF_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
MRF,OPTION,MRF_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
NESTLEIND,FUTURE,NESTLEIND_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
NESTLEIND,OPTION,NESTLEIND_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
NHPC,FUTURE,NHPC_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
NHPC,OPTION,NHPC_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
NMDC,FUTURE,NMDC_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
NMDC,OPTION,NMDC_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
NTPC,FUTURE,NTPC_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
NTPC,OPTION,NTPC_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
NYKAA,FUTURE,NYKAA_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
NYKAA,OPTION,NYKAA_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
OBEROIRLTY,FUTURE,OBEROIRLTY_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
OBEROIRLTY,OPTION,OBEROIRLTY_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
OIL,FUTURE,OIL_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
OIL,OPTION,OIL_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ONGC,FUTURE,ONGC_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ONGC,OPTION,ONGC_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PAGEIND,FUTURE,PAGEIND_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PAGEIND,OPTION,PAGEIND_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PATANJALI,FUTURE,PATANJALI_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PATANJALI,OPTION,PATANJALI_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PAYTM,FUTURE,PAYTM_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PAYTM,OPTION,PAYTM_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PFC,FUTURE,PFC_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PFC,OPTION,PFC_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PHOENIXLTD,FUTURE,PHOENIXLTD_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PHOENIXLTD,OPTION,PHOENIXLTD_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PIDILITIND,FUTURE,PIDILITIND_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PIDILITIND,OPTION,PIDILITIND_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PIIND,FUTURE,PIIND_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PIIND,OPTION,PIIND_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PNB,FUTURE,PNB_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PNB,OPTION,PNB_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
POLYCAB,FUTURE,POLYCAB_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
POLYCAB,OPTION,POLYCAB_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
POWERGRID,FUTURE,POWERGRID_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
POWERGRID,OPTION,POWERGRID_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PRESTIGE,FUTURE,PRESTIGE_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
PRESTIGE,OPTION,PRESTIGE_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
RADICO,FUTURE,RADICO_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
RADICO,OPTION,RADICO_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
RECLTD,FUTURE,RECLTD_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
RECLTD,OPTION,RECLTD_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
RELIANCE,FUTURE,RELIANCE_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
RELIANCE,OPTION,RELIANCE_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
RVNL,FUTURE,RVNL_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
RVNL,OPTION,RVNL_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SBICARD,FUTURE,SBICARD_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SBICARD,OPTION,SBICARD_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SBILIFE,FUTURE,SBILIFE_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SBILIFE,OPTION,SBILIFE_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SBIN,FUTURE,SBIN_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SBIN,OPTION,SBIN_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SHREECEM,FUTURE,SHREECEM_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SHREECEM,OPTION,SHREECEM_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SHRIRAMFIN,FUTURE,SHRIRAMFIN_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SHRIRAMFIN,OPTION,SHRIRAMFIN_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SIEMENS,FUTURE,SIEMENS_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SIEMENS,OPTION,SIEMENS_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SJVN,FUTURE,SJVN_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SJVN,OPTION,SJVN_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SKFINDIA,FUTURE,SKFINDIA_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SKFINDIA,OPTION,SKFINDIA_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SONACOMS,FUTURE,SONACOMS_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SONACOMS,OPTION,SONACOMS_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SRF,FUTURE,SRF_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SRF,OPTION,SRF_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SUNPHARMA,FUTURE,SUNPHARMA_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SUNPHARMA,OPTION,SUNPHARMA_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SUNTV,FUTURE,SUNTV_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SUNTV,OPTION,SUNTV_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SUPREMEIND,FUTURE,SUPREMEIND_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SUPREMEIND,OPTION,SUPREMEIND_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SYNGENE,FUTURE,SYNGENE_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
SYNGENE,OPTION,SYNGENE_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TATACOMM,FUTURE,TATACOMM_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TATACOMM,OPTION,TATACOMM_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TATACONSUM,FUTURE,TATACONSUM_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TATACONSUM,OPTION,TATACONSUM_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TATAPOWER,FUTURE,TATAPOWER_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TATAPOWER,OPTION,TATAPOWER_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TATASTEEL,FUTURE,TATASTEEL_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TATASTEEL,OPTION,TATASTEEL_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TCS,FUTURE,TCS_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TCS,OPTION,TCS_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TECHM,FUTURE,TECHM_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TECHM,OPTION,TECHM_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TIINDIA,FUTURE,TIINDIA_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TIINDIA,OPTION,TIINDIA_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TITAN,FUTURE,TITAN_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TITAN,OPTION,TITAN_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TORNTPHARM,FUTURE,TORNTPHARM_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TORNTPHARM,OPTION,TORNTPHARM_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TRENT,FUTURE,TRENT_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TRENT,OPTION,TRENT_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TRIDENT,FUTURE,TRIDENT_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
TRIDENT,OPTION,TRIDENT_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
UCOBANK,FUTURE,UCOBANK_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
UCOBANK,OPTION,UCOBANK_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ULTRACEMCO,FUTURE,ULTRACEMCO_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ULTRACEMCO,OPTION,ULTRACEMCO_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
UNIONBANK,FUTURE,UNIONBANK_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
UNIONBANK,OPTION,UNIONBANK_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
UNITDSPR,FUTURE,UNITDSPR_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
UNITDSPR,OPTION,UNITDSPR_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
VBL,FUTURE,VBL_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
VBL,OPTION,VBL_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
VEDL,FUTURE,VEDL_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
VEDL,OPTION,VEDL_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
WIPRO,FUTURE,WIPRO_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
WIPRO,OPTION,WIPRO_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
YESBANK,FUTURE,YESBANK_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
YESBANK,OPTION,YESBANK_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ZYDUSLIFE,FUTURE,ZYDUSLIFE_NEAR_FUT,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
ZYDUSLIFE,OPTION,ZYDUSLIFE_ATM_CE,,PROVIDER_UNSUPPORTED,F&O_ELIGIBLE
