symbol,signal_date,direction,probability,entry,target,stop,exit,outcome,holding_period,exit_date,exit_reason,profit_pct
SBIN,2018-10-26T00:00:00,SHORT,0.604,224.87265014648438,218.12647064208983,231.61882965087892,243.40809631347656,EXPIRED,1,2019-08-22T00:00:00+00:00,EXPIRED,-8.242641403887047
SBIN,2019-11-28T00:00:00,LONG,0.7012499999999999,316.59814453125,326.0960888671875,307.1002001953125,179.6443328857422,EXPIRED,1,2020-09-16T00:00:00+00:00,EXPIRED,-43.257932496186726
SBIN,2020-01-02T00:00:00,LONG,0.54775,307.5343933105469,316.76042510986326,298.3083615112305,184.6747283935547,EXPIRED,1,2020-10-21T00:00:00+00:00,EXPIRED,-39.9498942522923
SBIN,2020-09-25T00:00:00,SHORT,0.5695,165.14227294921875,160.1880047607422,170.0965411376953,394.8963928222656,EXPIRED,1,2021-07-15T00:00:00+00:00,EXPIRED,-139.1249592063543
SBIN,2020-09-30T00:00:00,SHORT,0.72325,168.0426788330078,163.00139846801758,173.08395919799804,385.0170593261719,EXPIRED,1,2021-07-20T00:00:00+00:00,EXPIRED,-129.11861558026106
SBIN,2020-10-30T00:00:00,SHORT,0.6307499999999999,171.53224182128906,166.3862745666504,176.67820907592773,372.0277404785156,EXPIRED,1,2021-08-20T00:00:00+00:00,EXPIRED,-116.88502203924607
SBIN,2022-06-20T00:00:00,SHORT,0.59075,403.8462829589844,391.7308944702148,415.96167144775393,494.3330078125,EXPIRED,1,2023-04-11T00:00:00+00:00,EXPIRED,-22.406229466944403
SBIN,2022-06-23T00:00:00,SHORT,0.72225,419.36090087890625,406.78007385253903,431.94172790527347,505.3884582519531,EXPIRED,1,2023-04-17T00:00:00+00:00,EXPIRED,-20.51396713254582
SBIN,2023-03-29T00:00:00,SHORT,0.5935,479.84033203125,465.4451220703125,494.2355419921875,573.0757446289062,EXPIRED,1,2024-01-23T00:00:00+00:00,EXPIRED,-19.430507686374355
SBIN,2023-10-26T00:00:00,SHORT,0.60175,518.0506591796875,502.5091394042969,533.5921789550781,789.9146728515625,EXPIRED,1,2024-08-22T00:00:00+00:00,EXPIRED,-52.478268071767495
SBIN,2023-11-30T00:00:00,SHORT,0.671,534.8612670898438,518.8154290771485,550.907105102539,768.6814575195312,EXPIRED,1,2024-09-24T00:00:00+00:00,EXPIRED,-43.71604466741305
SBIN,2024-06-03T00:00:00,LONG,0.525,872.1032104492188,898.2663067626953,845.9401141357422,721.7853393554688,EXPIRED,1,2025-03-20T00:00:00+00:00,EXPIRED,-17.23624787670734
SBIN,2025-03-04T00:00:00,SHORT,0.64375,689.5262451171875,668.8404577636719,710.2120324707031,951.7938842773438,EXPIRED,1,2025-12-24T00:00:00+00:00,EXPIRED,-38.0359182869947
SBIN,2025-04-09T00:00:00,SHORT,0.57325,714.7077026367188,693.2664715576171,736.1489337158204,1047.3218994140625,EXPIRED,1,2026-01-29T00:00:00+00:00,EXPIRED,-46.53849336592492
SUZLON,2020-11-10T00:00:00,SHORT,0.603,2.754641056060791,2.672001824378967,2.837280287742615,5.555193901062012,EXPIRED,1,2021-09-01T00:00:00+00:00,EXPIRED,-101.66670676890604
SUZLON,2022-08-04T00:00:00,SHORT,0.61875,6.5193190574646,6.323739485740662,6.7148986291885375,10.649999618530273,EXPIRED,1,2023-05-31T00:00:00+00:00,EXPIRED,-63.36061365697477
SUZLON,2022-10-14T00:00:00,SHORT,0.5742499999999999,6.699999809265137,6.498999814987182,6.900999803543091,18.399999618530273,EXPIRED,1,2023-08-07T00:00:00+00:00,EXPIRED,-174.62686779611124
SUZLON,2024-09-25T00:00:00,LONG,0.7182499999999999,83.79000091552734,86.30370094299316,81.27630088806153,67.16999816894531,EXPIRED,1,2025-07-16T00:00:00+00:00,EXPIRED,-19.835305603275312
TATAPOWER,2023-03-31T00:00:00,SHORT,0.60775,185.5,179.935,191.065,346.20001220703125,EXPIRED,1,2024-01-24T00:00:00+00:00,EXPIRED,-86.63073434341307
TATAPOWER,2023-04-03T00:00:00,SHORT,0.5355,190.25,184.5425,195.9575,356.95001220703125,EXPIRED,1,2024-01-25T00:00:00+00:00,EXPIRED,-87.62155700763797
TATAPOWER,2024-10-03T00:00:00,LONG,0.70825,481.25,495.6875,466.8125,399.1499938964844,EXPIRED,1,2025-07-23T00:00:00+00:00,EXPIRED,-17.059741528003247
TATASTEEL,2021-08-18T00:00:00,LONG,0.70825,150.0449981689453,154.54634811401368,145.54364822387694,104.48500061035156,EXPIRED,1,2022-06-09T00:00:00+00:00,EXPIRED,-30.364222809543325
TATASTEEL,2022-07-06T00:00:00,SHORT,0.72775,85.81500244140625,83.24055236816406,88.38945251464844,107.94999694824219,EXPIRED,1,2023-05-02T00:00:00+00:00,EXPIRED,-25.79385174748381
TATASTEEL,2022-07-19T00:00:00,SHORT,0.592,91.94499969482422,89.18664970397948,94.70334968566895,106.75,EXPIRED,1,2023-05-15T00:00:00+00:00,EXPIRED,-16.10201789582385
TATASTEEL,2022-09-28T00:00:00,SHORT,0.681,95.19999694824219,92.34399703979491,98.05599685668946,116.94999694824219,EXPIRED,1,2023-07-21T00:00:00+00:00,EXPIRED,-22.846639387840444
TATASTEEL,2023-06-02T00:00:00,SHORT,0.597,105.94999694824219,102.77149703979492,109.12849685668945,151.8000030517578,EXPIRED,1,2024-03-26T00:00:00+00:00,EXPIRED,-43.27513678543463
TATASTEEL,2024-06-21T00:00:00,LONG,0.6114999999999999,182.27999877929688,187.7483987426758,176.81159881591796,130.27999877929688,EXPIRED,1,2025-04-09T00:00:00+00:00,EXPIRED,-28.527540239322235
TATASTEEL,2024-06-24T00:00:00,LONG,0.5469999999999999,179.94000244140625,185.33820251464843,174.54180236816407,127.18000030517578,EXPIRED,1,2025-04-11T00:00:00+00:00,EXPIRED,-29.320885528725427
TATASTEEL,2024-07-05T00:00:00,LONG,0.5555,176.2899932861328,181.5786930847168,171.00129348754882,138.85000610351562,EXPIRED,1,2025-04-28T00:00:00+00:00,EXPIRED,-21.23772681858867
TATASTEEL,2025-01-14T00:00:00,SHORT,0.58125,122.93000030517578,119.24210029602051,126.61790031433105,182.6699981689453,EXPIRED,1,2025-11-04T00:00:00+00:00,EXPIRED,-48.59676052669323
TATASTEEL,2025-04-15T00:00:00,SHORT,0.64525,133.4199981689453,129.41739822387694,137.42259811401368,193.1300048828125,EXPIRED,1,2026-02-02T00:00:00+00:00,EXPIRED,-44.75341592964077
TATASTEEL,2025-05-12T00:00:00,SHORT,0.669,142.77999877929688,138.49659881591796,147.0633987426758,209.1300048828125,EXPIRED,1,2026-02-25T00:00:00+00:00,EXPIRED,-46.47009852274658
TRIDENT,2023-03-31T00:00:00,SHORT,0.5865,26.25,25.4625,27.0375,42.95000076293945,EXPIRED,1,2024-01-24T00:00:00+00:00,EXPIRED,-63.61905052548364
TRIDENT,2024-01-10T00:00:00,LONG,0.7144999999999999,49.650001525878906,51.13950157165527,48.16050148010254,35.130001068115234,EXPIRED,1,2024-11-04T00:00:00+00:00,EXPIRED,-29.244713014148573
UNIONBANK,2025-01-14T00:00:00,SHORT,0.675,101.25,98.21249999999999,104.28750000000001,150.8800048828125,EXPIRED,1,2025-11-04T00:00:00+00:00,EXPIRED,-49.01728877314815
UNIONBANK,2025-09-01T00:00:00,SHORT,0.566,124.81999969482422,121.07539970397949,128.56459968566895,175.75999450683594,EXPIRED,1,2026-06-22T00:00:00+00:00,EXPIRED,-40.81076344861103
VEDL,2020-11-18T00:00:00,SHORT,0.6275,108.9000015258789,105.63300148010254,112.16700157165528,301.8500061035156,EXPIRED,1,2021-09-09T00:00:00+00:00,EXPIRED,-177.18090162908237
VEDL,2022-05-06T00:00:00,LONG,0.5565,360.3999938964844,371.2119937133789,349.58799407958986,308.04998779296875,EXPIRED,1,2023-02-22T00:00:00+00:00,EXPIRED,-14.525529131543719
VEDL,2023-05-30T00:00:00,LONG,0.5905,300.3500061035156,309.3605062866211,291.33950592041015,266.6499938964844,EXPIRED,1,2024-03-20T00:00:00+00:00,EXPIRED,-11.220246886033538
VEDL,2023-09-29T00:00:00,SHORT,0.62,208.35000610351562,202.09950592041014,214.6005062866211,444.5,EXPIRED,1,2024-07-29T00:00:00+00:00,EXPIRED,-113.34292631561371
VEDL,2025-04-11T00:00:00,SHORT,0.5912499999999999,370.54998779296875,359.43348815917966,381.66648742675784,766.3499755859375,EXPIRED,1,2026-01-30T00:00:00+00:00,EXPIRED,-106.81419533984912
VEDL,2025-04-15T00:00:00,SHORT,0.5782499999999999,380.1499938964844,368.74549407958983,391.5544937133789,681.5499877929688,EXPIRED,1,2026-02-02T00:00:00+00:00,EXPIRED,-79.28449263070519
WIPRO,2022-01-18T00:00:00,LONG,0.6455,316.6499938964844,326.1494937133789,307.15049407958986,194.4499969482422,EXPIRED,1,2022-11-11T00:00:00+00:00,EXPIRED,-38.59150459614107
WIPRO,2023-11-13T00:00:00,SHORT,0.5912499999999999,189.64999389648438,183.96049407958984,195.3394937133789,260.29998779296875,EXPIRED,1,2024-09-09T00:00:00+00:00,EXPIRED,-37.25283214880928
WIPRO,2024-06-05T00:00:00,SHORT,0.54675,219.0749969482422,212.5027470397949,225.64724685668946,264.29998779296875,EXPIRED,1,2025-03-24T00:00:00+00:00,EXPIRED,-20.643611308784475
YESBANK,2023-11-03T00:00:00,SHORT,0.708,16.049999237060547,15.56849925994873,16.531499214172364,23.729999542236328,EXPIRED,1,2024-08-30T00:00:00+00:00,EXPIRED,-47.85047146570658
YESBANK,2024-08-02T00:00:00,LONG,0.5745,26.280000686645508,27.068400707244873,25.491600666046143,21.149999618530273,EXPIRED,1,2025-05-26T00:00:00+00:00,EXPIRED,-19.520551499536698
ZOMATO,2023-02-03T00:00:00,SHORT,0.5745,47.5,46.074999999999996,48.925000000000004,113.80000305175781,EXPIRED,1,2023-11-29T00:00:00+00:00,EXPIRED,-139.57895379317432
ZOMATO,2023-04-25T00:00:00,SHORT,0.548,56.0,54.32,57.68,154.75,EXPIRED,1,2024-02-14T00:00:00+00:00,EXPIRED,-176.33928571428572
ZOMATO,2023-04-27T00:00:00,SHORT,0.65425,58.20000076293945,56.45400074005127,59.946000785827636,154.85000610351562,EXPIRED,1,2024-02-16T00:00:00+00:00,EXPIRED,-166.06529909553004
ZOMATO,2025-10-17T00:00:00,LONG,0.65025,347.8500061035156,358.2855062866211,337.41450592041014,310.3500061035156,EXPIRED,1,2026-08-06T00:00:00+00:00,EXPIRED,-10.78050865085812
