final_return,max_drawdown
1747.1648507345624,-17.87885087130912
1747.1648507345658,-25.19397393175967
1747.1648507345626,-28.39761296849196
1747.1648507345649,-26.89438632963701
1747.1648507345642,-15.605451170119997
1747.1648507345612,-8.261365577562941
1747.1648507345649,-10.812496572332513
1747.1648507345606,-50.631352007503025
1747.16485073457,-17.14221290446846
1747.164850734569,-18.730947528736415
1747.164850734565,-10.591460863128892
1747.1648507345642,-15.694688289921901
1747.1648507345667,-31.82156295490805
1747.1648507345656,-11.458510627338493
1747.1648507345617,-36.63808606688869
1747.1648507345592,-11.491689029234111
1747.1648507345674,-20.464074422932896
1747.1648507345662,-16.350661092590922
1747.1648507345674,-16.071558610023324
1747.164850734563,-18.982688624050585
1747.1648507345635,-15.14821278637983
1747.16485073457,-15.69087899503586
1747.1648507345676,-34.7049235205803
1747.1648507345662,-38.3937542285172
1747.1648507345683,-22.54190896903492
1747.164850734563,-9.363371905070519
1747.1648507345662,-19.746508082050987
1747.1648507345624,-45.18716213759988
1747.1648507345662,-23.947476943025546
1747.1648507345676,-15.072759986062511
1747.1648507345635,-9.914138901553883
1747.1648507345642,-39.700311921396604
1747.1648507345599,-19.712663800081113
1747.1648507345712,-14.58980137991591
1747.1648507345676,-13.235322593231505
1747.1648507345624,-18.174753540166915
1747.1648507345674,-18.49598051273068
1747.164850734562,-21.1949984023424
1747.1648507345715,-19.237238034337995
1747.164850734567,-23.662405469774107
1747.164850734568,-15.335525045837933
