window_id,symbol,training_start,training_end,training_sample_count,validation_sample_count,model_version
W2,SUZLON,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,SUZLON,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,SUZLON,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,SUZLON,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,SYNGENE,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,SYNGENE,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,SYNGENE,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,SYNGENE,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,SYNGENE,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,TATACOMM,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,TATACOMM,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,TATACOMM,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,TATACOMM,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,TATACOMM,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,TATACONSUM,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,TATACONSUM,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,TATACONSUM,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,TATACONSUM,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,TATACONSUM,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,TATAELXSI,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,TATAELXSI,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,TATAELXSI,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,TATAELXSI,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,TATAELXSI,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,TATAPOWER,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,TATAPOWER,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,TATAPOWER,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,TATAPOWER,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,TATAPOWER,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,TATASTEEL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,TATASTEEL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,TATASTEEL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,TATASTEEL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,TATASTEEL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,TCS,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,TCS,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,TCS,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,TCS,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,TCS,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,TECHM,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,TECHM,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,TECHM,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,TECHM,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,TECHM,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,TIINDIA,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,TIINDIA,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,TIINDIA,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,TIINDIA,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,TIINDIA,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,TITAN,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,TITAN,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,TITAN,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,TITAN,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,TITAN,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,TORNTPHARM,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,TORNTPHARM,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,TORNTPHARM,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,TORNTPHARM,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,TORNTPHARM,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,TORNTPOWER,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,TORNTPOWER,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,TORNTPOWER,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,TORNTPOWER,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,TORNTPOWER,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,TRENT,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,TRENT,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,TRENT,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,TRENT,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,TRENT,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,TRIDENT,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,TRIDENT,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,TRIDENT,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,TRIDENT,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,TRIDENT,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,UBL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,UBL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,UBL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,UBL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,UBL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,UCOBANK,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,UCOBANK,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,UCOBANK,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,UCOBANK,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,UCOBANK,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,ULTRACEMCO,2017-06-01T00:00:00,2021-06-01T00:00:00,740,247,WF_W1_20260821
W2,ULTRACEMCO,2017-06-01T00:00:00,2022-06-01T00:00:00,927,310,WF_W2_20260821
W3,ULTRACEMCO,2017-06-01T00:00:00,2023-06-01T00:00:00,1113,372,WF_W3_20260821
W4,ULTRACEMCO,2017-06-01T00:00:00,2024-06-01T00:00:00,1297,433,WF_W4_20260821
W5,ULTRACEMCO,2017-06-01T00:00:00,2025-06-01T00:00:00,1482,495,WF_W5_20260821
W1,UNIONBANK,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,UNIONBANK,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,UNIONBANK,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,UNIONBANK,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,UNIONBANK,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,UNITDSPR,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,UNITDSPR,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,UNITDSPR,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,UNITDSPR,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,UNITDSPR,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,VBL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,VBL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,VBL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,VBL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,VBL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,VEDL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,VEDL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,VEDL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,VEDL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,VEDL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,VOLTAS,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,VOLTAS,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,VOLTAS,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,VOLTAS,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,VOLTAS,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,WHIRLPOOL,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,WHIRLPOOL,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,WHIRLPOOL,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,WHIRLPOOL,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,WHIRLPOOL,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,WIPRO,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,WIPRO,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,WIPRO,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,WIPRO,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,WIPRO,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W1,YESBANK,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,YESBANK,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,YESBANK,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,YESBANK,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,YESBANK,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
W2,ZOMATO,2021-07-23T00:00:00,2022-06-01T00:00:00,159,53,WF_W2_20260821
W3,ZOMATO,2021-07-23T00:00:00,2023-06-01T00:00:00,344,115,WF_W3_20260821
W4,ZOMATO,2021-07-23T00:00:00,2024-06-01T00:00:00,528,176,WF_W4_20260821
W5,ZOMATO,2021-07-23T00:00:00,2025-06-01T00:00:00,713,238,WF_W5_20260821
W1,ZYDUSLIFE,2020-01-01T00:00:00,2021-06-01T00:00:00,263,88,WF_W1_20260821
W2,ZYDUSLIFE,2020-01-01T00:00:00,2022-06-01T00:00:00,450,150,WF_W2_20260821
W3,ZYDUSLIFE,2020-01-01T00:00:00,2023-06-01T00:00:00,635,212,WF_W3_20260821
W4,ZYDUSLIFE,2020-01-01T00:00:00,2024-06-01T00:00:00,819,273,WF_W4_20260821
W5,ZYDUSLIFE,2020-01-01T00:00:00,2025-06-01T00:00:00,1004,335,WF_W5_20260821
